color,movie_title,language,country,budget,title_year,aspect_ratio
Color,The Matrix Revolutions ,English,Australia,150000000,2003,2.35
Color,The Matrix Reloaded ,English,USA,150000000,2003,2.35
Color,Thor: The Dark World ,English,USA,170000000,2013,2.35
Color,Mad Max: Fury Road ,English,Australia,150000000,2015,2.35
Color,Angels & Demons ,English,USA,150000000,2009,2.35
Color,Thor ,English,USA,150000000,2011,2.35
Color,G-Force ,English,USA,150000000,2009,2.35
Color,Mission: Impossible - Rogue Nation ,English,China,150000000,2015,2.35
Color,The Legend of Tarzan ,English,USA,180000000,2016,2.35
Color,Kung Fu Panda 2 ,English,USA,150000000,2011,2.35
Color,The Last Airbender ,English,USA,150000000,2010,2.35
Color,Mission: Impossible III ,English,USA,150000000,2006,2.35
Color,White House Down ,English,USA,150000000,2013,2.35
Color,Mars Needs Moms ,English,USA,150000000,2011,2.35
Color,Pan ,English,USA,150000000,2015,2.35
Color,Troy ,English,USA,175000000,2004,2.35
 Black and White,Die Another Day ,English,UK,142000000,2002,2.35
Color,Ghostbusters ,English,USA,144000000,2016,2.35
Color,Armageddon ,English,USA,140000000,1998,2.35
Color,Beowulf ,English,USA,150000000,2007,2.35
Color,Kung Fu Panda 3 ,English,USA,145000000,2016,2.35
Color,Mission: Impossible - Ghost Protocol ,English,USA,145000000,2011,2.35
Color,Fun with Dick and Jane ,English,USA,100000000,2005,2.35
Color,The Last Samurai ,English,USA,140000000,2003,2.35
Color,Exodus: Gods and Kings ,English,UK,140000000,2014,2.35
Color,Star Trek ,English,USA,150000000,2009,2.35
Color,How to Train Your Dragon 2 ,English,USA,145000000,2014,2.35
Color,Gods of Egypt ,English,USA,140000000,2016,2.35
Color,Stealth ,English,USA,135000000,2005,2.35
Color,Watchmen ,English,USA,130000000,2009,2.35
Color,Lethal Weapon 4 ,English,USA,140000000,1998,2.35
Color,G.I. Joe: Retaliation ,English,USA,130000000,2013,2.35
Color,Sahara ,English,UK,130000000,2005,2.35
Color,Captain America: The First Avenger ,English,USA,140000000,2011,2.35
Color,The World Is Not Enough ,English,UK,135000000,1999,2.35
Color,Master and Commander: The Far Side of the World ,English,USA,150000000,2003,2.35
Color,The Twilight Saga: Breaking Dawn - Part 2 ,English,USA,120000000,2012,2.35
Color,Happy Feet 2 ,English,Australia,135000000,2011,2.35
Color,The Incredible Hulk ,English,USA,150000000,2008,2.35
Color,The BFG ,English,UK,140000000,2016,2.35
Color,The Revenant ,English,USA,135000000,2015,2.35
Color,Turbo ,English,USA,135000000,2013,2.35
Color,Rango ,English,USA,135000000,2011,2.35
Color,The Bourne Ultimatum ,English,USA,110000000,2007,2.35
Color,Kung Fu Panda ,English,USA,130000000,2008,2.35
Color,The Hunger Games: Catching Fire ,English,USA,130000000,2013,2.35
Color,The Twilight Saga: Breaking Dawn - Part 2 ,English,USA,120000000,2012,2.35
Color,Bad Boys II ,English,USA,130000000,2003,2.35
Color,Puss in Boots ,English,USA,130000000,2011,2.35
Color,Salt ,English,USA,110000000,2010,2.35
Color,The Adventures of Tintin ,English,USA,135000000,2011,2.35
Color,Harry Potter and the Prisoner of Azkaban ,English,UK,130000000,2004,2.35
Color,Australia ,English,Australia,130000000,2008,2.35
Color,After Earth ,English,USA,130000000,2013,2.35
Color,Megamind ,English,USA,130000000,2010,2.35
Color,Harry Potter and the Sorcerer's Stone ,English,UK,125000000,2001,2.35
Color,R.I.P.D. ,English,USA,130000000,2013,2.35
Color,Godzilla Resurgence ,Japanese,Japan,,2016,2.35
Color,Pirates of the Caribbean: The Curse of the Black Pearl ,English,USA,140000000,2003,2.35
Color,The Hunger Games: Mockingjay - Part 1 ,English,USA,125000000,2014,2.35
Color,The Da Vinci Code ,English,USA,125000000,2006,2.35
Color,Rio 2 ,English,USA,103000000,2014,2.35
Color,X-Men 2 ,English,Canada,110000000,2003,2.35
Color,Fast Five ,English,USA,125000000,2011,2.35
Color,Sherlock Holmes: A Game of Shadows ,English,USA,125000000,2011,2.35
Color,Clash of the Titans ,English,USA,125000000,2010,2.35
Color,The 13th Warrior ,English,USA,85000000,1999,2.35
Color,The Bourne Legacy ,English,USA,125000000,2012,2.35
Color,The Day After Tomorrow ,English,USA,125000000,2004,2.35
Color,Mission: Impossible II ,English,USA,125000000,2000,2.35
Color,The Perfect Storm ,English,USA,140000000,2000,2.35
Color,Fantastic 4: Rise of the Silver Surfer ,English,USA,130000000,2007,2.35
Color,Ghost Rider ,English,USA,110000000,2007,2.35
Color,Jason Bourne ,English,UK,120000000,2016,2.35
Color,Charlie's Angels: Full Throttle ,English,USA,120000000,2003,2.35
Color,Prometheus ,English,USA,130000000,2012,2.35
Color,Elysium ,English,USA,115000000,2013,2.35
Color,The Chronicles of Riddick ,English,USA,105000000,2004,2.35
Color,RoboCop ,English,USA,100000000,2014,2.35
Color,Speed Racer ,English,USA,120000000,2008,2.35
Color,Knight and Day ,English,USA,117000000,2010,2.35
Color,Oblivion ,English,USA,120000000,2013,2.35
Color,Star Wars: Episode III - Revenge of the Sith ,English,USA,113000000,2005,2.35
Color,The Wolverine ,English,USA,120000000,2013,2.35
Color,Star Wars: Episode I - The Phantom Menace ,English,USA,115000000,1999,2.35
Color,The Croods ,English,USA,135000000,2013,2.35
Color,Asterix at the Olympic Games ,French,France,78000000,2008,2.35
Color,Windtalkers ,English,USA,115000000,2002,2.35
Color,The Huntsman: Winter's War ,English,USA,115000000,2016,2.35
Color,Teenage Mutant Ninja Turtles ,English,USA,125000000,2014,2.35
Color,Gravity ,English,UK,100000000,2013,2.35
Color,Dante's Peak ,English,USA,116000000,1997,2.35
Color,Teenage Mutant Ninja Turtles: Out of the Shadows ,English,USA,135000000,2016,2.35
Color,Fantastic Four ,English,USA,120000000,2015,2.35
Color,San Andreas ,English,USA,110000000,2015,2.35
Color,Tomorrow Never Dies ,English,UK,110000000,1997,2.35
Color,The Patriot ,English,USA,110000000,2000,2.35
Color,Ocean's Twelve ,English,USA,110000000,2004,2.35
Color,Mr. & Mrs. Smith ,English,USA,120000000,2005,2.35
Color,Insurgent ,English,USA,110000000,2015,2.35
 Black and White,The Aviator ,English,USA,110000000,2004,2.35
Color,Gulliver's Travels ,English,USA,112000000,2010,2.35
Color,The Green Hornet ,English,USA,120000000,2011,2.35
Color,300: Rise of an Empire ,English,USA,110000000,2014,2.35
Color,Allegiant ,English,USA,110000000,2016,2.35
Color,Real Steel ,English,USA,110000000,2011,2.35
Color,Speed 2: Cruise Control ,English,USA,160000000,1997,2.35
Color,Ender's Game ,English,USA,110000000,2013,2.35
Color,Live Free or Die Hard ,English,USA,110000000,2007,2.35
Color,The Lord of the Rings: The Fellowship of the Ring ,English,New Zealand,93000000,2001,2.35
Color,Around the World in 80 Days ,English,USA,110000000,2004,2.35
 Black and White,Ali ,English,USA,107000000,2001,2.35
Color,"I, Robot ",English,USA,120000000,2004,2.35
Color,Kingdom of Heaven ,English,USA,130000000,2005,2.35
Color,The Martian ,English,USA,108000000,2015,2.35
Color,The Island ,English,USA,126000000,2005,2.35
Color,Gone in Sixty Seconds ,English,USA,90000000,2000,2.35
Color,Gladiator ,English,USA,103000000,2000,2.35
Color,Minority Report ,English,USA,102000000,2002,2.35
Color,Harry Potter and the Chamber of Secrets ,English,UK,100000000,2002,2.35
 Black and White,Casino Royale ,English,UK,150000000,2006,2.35
Color,Planet of the Apes ,English,USA,100000000,2001,2.35
Color,Terminator 2: Judgment Day ,English,USA,102000000,1991,2.35
Color,Public Enemies ,English,USA,100000000,2009,2.35
Color,True Lies ,English,USA,115000000,1994,2.35
Color,The Taking of Pelham 1 2 3 ,English,USA,100000000,2009,2.35
Color,The Other Guys ,English,USA,100000000,2010,2.35
Color,Eraser ,English,USA,100000000,1996,2.35
Color,Django Unchained ,English,USA,100000000,2012,2.35
Color,The Expendables 2 ,English,USA,92000000,2012,2.35
Color,National Treasure ,English,USA,100000000,2004,2.35
 Black and White,Eragon ,English,USA,100000000,2006,2.35
Color,Where the Wild Things Are ,English,Germany,100000000,2009,2.35
Color,Pan ,English,USA,150000000,2015,2.35
Color,Epic ,English,USA,100000000,2013,2.35
Color,The Tourist ,English,USA,100000000,2010,2.35
Color,End of Days ,English,USA,83000000,1999,2.35
Color,Blood Diamond ,English,Germany,100000000,2006,2.35
Color,The Wolf of Wall Street ,English,USA,100000000,2013,2.35
Color,Cloud Atlas ,English,Germany,102000000,2012,2.35
Color,Legend of the Guardians: The Owls of Ga'Hoole ,English,USA,80000000,2010,2.35
Color,Catwoman ,English,USA,100000000,2004,2.35
Color,Hercules ,English,USA,100000000,2014,2.35
Color,The Expendables 3 ,English,USA,90000000,2014,2.35
Color,Point Break ,English,USA,105000000,2015,2.35
Color,Green Zone ,English,France,100000000,2010,2.35
Color,The Mummy Returns ,English,USA,98000000,2001,2.35
Color,Gangs of New York ,English,USA,100000000,2002,2.35
Color,The Flowers of War ,Mandarin,China,94000000,2011,2.35
Color,Black Hawk Down ,English,USA,92000000,2001,2.35
Color,The Fifth Element ,English,France,93000000,1997,2.35
Color,Ice Age: Continental Drift ,English,USA,95000000,2012,2.35
Color,Cinderella ,English,USA,95000000,2015,2.35
Color,The Lovely Bones ,English,USA,65000000,2009,2.35
Color,The Lord of the Rings: The Return of the King ,English,USA,94000000,2003,2.35
Color,The Lord of the Rings: The Two Towers ,English,USA,94000000,2002,2.35
Color,Seventh Son ,English,USA,95000000,2014,2.35
Color,Lara Croft: Tomb Raider ,English,USA,115000000,2001,2.35
Color,Transcendence ,English,UK,100000000,2014,2.35
Color,Rise of the Planet of the Apes ,English,USA,93000000,2011,2.35
Color,The Spiderwick Chronicles ,English,USA,90000000,2008,2.35
Color,The Alamo ,English,USA,107000000,2004,2.35
Color,The Incredibles ,English,USA,92000000,2004,2.35
Color,Cutthroat Island ,English,USA,98000000,1995,2.35
Color,Percy Jackson & the Olympians: The Lightning Thief ,English,UK,95000000,2010,2.35
Color,Unstoppable ,English,USA,100000000,2010,2.35
Color,Rush Hour 2 ,English,USA,90000000,2001,2.35
Color,What Lies Beneath ,English,USA,100000000,2000,2.35
Color,Cloudy with a Chance of Meatballs ,English,USA,100000000,2009,2.35
Color,The Secret Life of Walter Mitty ,English,USA,90000000,2013,2.35
Color,Charlie's Angels ,English,USA,92000000,2000,2.35
Color,The Departed ,English,USA,90000000,2006,2.35
Color,Tropic Thunder ,English,USA,92000000,2008,2.35
Color,The Girl with the Dragon Tattoo ,English,USA,90000000,2011,2.35
Color,Die Hard with a Vengeance ,English,USA,90000000,1995,2.35
Color,Ben-Hur ,English,USA,,2016,2.35
Color,Atlantis: The Lost Empire ,English,USA,120000000,2001,2.35
Color,Pixels ,English,USA,88000000,2015,2.35
Color,The Haunted Mansion ,English,USA,90000000,2003,2.35
Color,Contact ,English,USA,90000000,1997,2.35
Color,The Interpreter ,Aboriginal,UK,80000000,2005,2.35
Color,Percy Jackson: Sea of Monsters ,English,USA,90000000,2013,2.35
Color,Lara Croft Tomb Raider: The Cradle of Life ,English,USA,95000000,2003,2.35
Color,Now You See Me 2 ,English,USA,90000000,2016,2.35
Color,The Saint ,English,USA,68000000,1997,2.35
Color,Spy Game ,English,Germany,92000000,2001,2.35
Color,Mission to Mars ,English,USA,90000000,2000,2.35
Color,Rio ,English,USA,90000000,2011,2.35
Color,The Devil's Own ,English,USA,86000000,1997,2.35
Color,K-19: The Widowmaker ,English,UK,100000000,2002,2.35
Color,Fantastic Four ,English,USA,120000000,2015,2.35
Color,Conan the Barbarian ,English,USA,20000000,1982,2.35
Color,Cinderella Man ,English,USA,88000000,2005,2.35
Color,The Nutcracker in 3D ,English,UK,90000000,2010,2.35
 Black and White,Seabiscuit ,English,USA,87000000,2003,2.35
Color,Twister ,English,USA,92000000,1996,2.35
Color,The Fast and the Furious ,English,USA,38000000,2001,2.35
Color,Happy Feet ,English,USA,100000000,2006,2.35
Color,The Bourne Supremacy ,English,USA,75000000,2004,2.35
Color,Air Force One ,English,USA,85000000,1997,2.35
Color,Ocean's Eleven ,English,USA,85000000,2001,2.35
Color,The Three Musketeers ,English,Germany,75000000,2011,2.35
Color,Enchanted ,English,USA,85000000,2007,2.35
Color,Safe House ,English,USA,85000000,2012,2.35
Color,Tower Heist ,English,USA,75000000,2011,2.35
Color,Enemy of the State ,English,USA,90000000,1998,2.35
Color,Ocean's Thirteen ,English,USA,85000000,2007,2.35
Color,Divergent ,English,USA,85000000,2014,2.35
Color,Enemy at the Gates ,English,USA,68000000,2001,2.35
Color,The Rundown ,English,USA,85000000,2003,2.35
Color,Last Action Hero ,English,USA,70000000,1993,2.35
Color,Memoirs of a Geisha ,English,USA,85000000,2005,2.35
Color,The Fast and the Furious: Tokyo Drift ,English,USA,85000000,2006,2.35
Color,The Core ,English,USA,60000000,2003,2.35
Color,Dredd ,English,UK,35000000,2012,2.35
Color,Jumper ,English,USA,85000000,2008,2.35
Color,Zodiac ,English,USA,65000000,2007,2.35
Color,The 6th Day ,English,USA,82000000,2000,2.35
Color,The Expendables ,English,USA,80000000,2010,2.35
Color,Mission: Impossible ,English,USA,80000000,1996,2.35
Color,The Hunger Games ,English,USA,78000000,2012,2.35
Color,The Hangover Part II ,English,USA,80000000,2011,2.35
Color,Deep Impact ,English,USA,75000000,1998,2.35
Color,RED 2 ,English,USA,84000000,2013,2.35
Color,The Longest Yard ,English,USA,82000000,2005,2.35
Color,Shutter Island ,English,USA,80000000,2010,2.35
Color,Face/Off ,English,USA,80000000,1997,2.35
Color,Bedtime Stories ,English,USA,80000000,2008,2.35
Color,Road to Perdition ,English,USA,80000000,2002,2.35
Color,Con Air ,English,USA,75000000,1997,2.35
Color,Eagle Eye ,English,USA,80000000,2008,2.35
Color,Cold Mountain ,English,USA,79000000,2003,2.35
Color,The Book of Eli ,English,USA,80000000,2010,2.35
Color,The Haunting ,English,USA,80000000,1999,2.35
Color,The Day the Earth Stood Still ,English,USA,80000000,2008,2.35
Color,Conspiracy Theory ,English,USA,75000000,1997,2.35
Color,Fury ,English,USA,68000000,2014,2.35
Color,Six Days Seven Nights ,English,USA,70000000,1998,2.35
Color,Spirit: Stallion of the Cimarron ,English,USA,80000000,2002,2.35
Color,Zookeeper ,English,USA,80000000,2011,2.35
Color,Lost in Space ,English,USA,80000000,1998,2.35
Color,The Time Machine ,English,USA,80000000,2002,2.35
Color,Swordfish ,English,USA,80000000,2001,2.35
Color,The Legend of Zorro ,Spanish,USA,75000000,2005,2.35
Color,What Dreams May Come ,English,USA,85000000,1998,2.35
Color,Mars Attacks! ,English,USA,70000000,1996,2.35
Color,Evolution ,French,France,,2015,2.35
Color,The Edge ,English,USA,,1997,2.35
Color,Surrogates ,English,USA,80000000,2009,2.35
Color,Walking with Dinosaurs 3D ,English,USA,80000000,2013,2.35
Color,Battlefield Earth ,English,USA,44000000,2000,2.35
Color,Looney Tunes: Back in Action ,English,Germany,80000000,2003,2.35
 Black and White,Nine ,English,USA,80000000,2009,2.35
Color,Timeline ,English,USA,80000000,2003,2.35
Color,The Postman ,English,USA,80000000,1997,2.35
Color,The Last Witch Hunter ,English,USA,90000000,2015,2.35
Color,Red Planet ,English,USA,70000000,2000,2.35
Color,Arthur and the Invisibles ,English,France,86000000,2006,2.35
Color,Oceans ,French,France,40000000,2009,2.35
Color,A Sound of Thunder ,English,UK,52000000,2005,2.35
Color,Pompeii ,English,Canada,80000000,2014,2.35
Color,Cloudy with a Chance of Meatballs 2 ,English,USA,78000000,2013,2.35
Color,Red Dragon ,English,Germany,78000000,2002,2.35
Color,Hidalgo ,English,USA,100000000,2004,2.35
Color,2 Fast 2 Furious ,English,USA,76000000,2003,2.35
Color,The Little Prince ,English,France,81200000,2015,2.35
 Black and White,The League of Extraordinary Gentlemen ,English,USA,78000000,2003,2.35
Color,Independence Day ,English,USA,75000000,1996,2.35
Color,X-Men ,English,USA,75000000,2000,2.35
Color,Wanted ,English,USA,75000000,2008,2.35
Color,The Rock ,English,USA,75000000,1996,2.35
Color,50 First Dates ,English,USA,75000000,2004,2.35
Color,Hairspray ,English,USA,75000000,2007,2.35
Color,Now You See Me ,English,USA,75000000,2013,2.35
Color,Dreamgirls ,English,USA,70000000,2006,2.35
Color,Munich ,English,France,70000000,2005,2.35
Color,Tears of the Sun ,English,USA,70000000,2003,2.35
Color,Killers ,English,USA,75000000,2010,2.35
Color,The Man from U.N.C.L.E. ,English,USA,75000000,2015,2.35
Color,Monster House ,English,USA,75000000,2006,2.35
Color,Bandits ,English,USA,80000000,2001,2.35
Color,Anna and the King ,English,USA,75000000,1999,2.35
Color,Hostage ,English,USA,52000000,2005,2.35
Color,Titan A.E. ,English,USA,75000000,2000,2.35
Color,Hollywood Homicide ,English,USA,75000000,2003,2.35
Color,Soldier ,English,UK,75000000,1998,2.35
Color,Carriers ,English,USA,,2009,2.35
Color,Flight of the Phoenix ,English,USA,45000000,2004,2.35
Color,Unbreakable ,English,USA,75000000,2000,2.35
Color,Sucker Punch ,English,USA,82000000,2011,2.35
Color,Snake Eyes ,English,USA,69000000,1998,2.35
Color,Sphere ,English,USA,75000000,1998,2.35
Color,Fool's Gold ,English,USA,70000000,2008,2.35
Color,The Kingdom ,English,USA,70000000,2007,2.35
Color,Talladega Nights: The Ballad of Ricky Bobby ,English,USA,73000000,2006,2.35
Color,Dr. Dolittle 2 ,English,USA,72000000,2001,2.35
Color,Braveheart ,English,USA,72000000,1995,2.35
Color,Jarhead ,English,Germany,70000000,2005,2.35
Color,The Simpsons Movie ,English,USA,75000000,2007,2.35
Color,Driven ,English,USA,72000000,2001,2.35
Color,Two Brothers ,English,France,59660000,2004,2.35
Color,Cars ,English,USA,120000000,2006,2.35
Color,Runaway Bride ,English,USA,70000000,1999,2.35
Color,xXx ,English,USA,70000000,2002,2.35
Color,Inglourious Basterds ,English,USA,75000000,2009,2.35
Color,Hook ,English,USA,70000000,1991,2.35
Color,Hercules ,English,USA,100000000,2014,2.35
Color,Die Hard 2 ,English,USA,70000000,1990,2.35
Color,S.W.A.T. ,English,USA,80000000,2003,2.35
Color,AVP: Alien vs. Predator ,English,USA,60000000,2004,2.35
Color,We Were Soldiers ,English,USA,75000000,2002,2.35
Color,Olympus Has Fallen ,English,USA,70000000,2013,2.35
Color,Star Trek: Insurrection ,English,USA,58000000,1998,2.35
Color,Battle Los Angeles ,English,USA,70000000,2011,2.35
 Black and White,War Horse ,English,USA,66000000,2011,2.35
Color,The Monuments Men ,English,USA,70000000,2014,2.35
Color,The Abyss ,English,USA,69500000,1989,2.35
Color,Wall Street: Money Never Sleeps ,English,USA,70000000,2010,2.35
Color,Dracula Untold ,English,USA,70000000,2014,2.35
Color,The Siege ,English,USA,70000000,1998,2.35
Color,Stardust ,English,UK,70000000,2007,2.35
Color,Seven Years in Tibet ,English,USA,70000000,1997,2.35
Color,The Dilemma ,English,USA,70000000,2011,2.35
Color,Bad Company ,English,USA,70000000,2002,2.35
Color,Doom ,English,UK,60000000,2005,2.35
Color,Underworld: Awakening ,English,USA,70000000,2012,2.35
Color,Rock of Ages ,English,USA,75000000,2012,2.35
Color,Hart's War ,English,USA,60000000,2002,2.35
Color,Killer Elite ,English,UK,35000000,2011,2.35
Color,Rollerball ,English,USA,70000000,2002,2.35
Color,Ballistic: Ecks vs. Sever ,English,USA,70000000,2002,2.35
Color,Hard Rain ,English,USA,70000000,1998,2.35
Color,Osmosis Jones ,English,USA,70000000,2001,2.35
Color,Blackhat ,English,USA,70000000,2015,2.35
Color,Basic Instinct 2 ,English,UK,70000000,2006,2.35
Color,Escape Plan ,English,USA,50000000,2013,2.35
Color,The Legend of Hercules ,English,USA,70000000,2014,2.35
Color,The Sum of All Fears ,English,USA,68000000,2002,2.35
Color,The Twilight Saga: Eclipse ,English,USA,68000000,2010,2.35
Color,The Score ,English,USA,68000000,2001,2.35
Color,Money Train ,English,USA,68000000,1995,2.35
Color,Ted 2 ,English,USA,68000000,2015,2.35
Color,Agora ,English,Spain,70000000,2009,2.35
Color,Hall Pass ,English,USA,36000000,2011,2.35
Color,The Insider ,English,USA,68000000,1999,2.35
Color,The Finest Hours ,English,USA,,2016,2.35
Color,Body of Lies ,English,USA,70000000,2008,2.35
Color,Abraham Lincoln: Vampire Hunter ,English,USA,69000000,2012,2.35
Color,Entrapment ,English,USA,66000000,1999,2.35
Color,The X Files ,English,USA,66000000,1998,2.35
Color,The Last Legion ,English,UK,35000000,2007,2.35
Color,Need for Speed ,English,USA,66000000,2014,2.35
Color,Dreamcatcher ,English,USA,68000000,2003,2.35
Color,Lincoln ,English,USA,65000000,2012,2.35
Color,The Matrix ,English,USA,63000000,1999,2.35
Color,Apollo 13 ,English,USA,62000000,1995,2.35
Color,Step Brothers ,English,USA,65000000,2008,2.35
Color,The Mask of Zorro ,English,USA,65000000,1998,2.35
Color,Due Date ,English,USA,65000000,2010,2.35
Color,Unbroken ,English,USA,65000000,2014,2.35
 Black and White,Space Cowboys ,English,USA,65000000,2000,2.35
Color,Cliffhanger ,English,USA,70000000,1993,2.35
Color,Broken Arrow ,English,USA,50000000,1996,2.35
Color,The Dictator ,English,USA,65000000,2012,2.35
Color,This Means War ,English,USA,65000000,2012,2.35
Color,Blade: Trinity ,English,USA,65000000,2004,2.35
Color,Primary Colors ,English,France,65000000,1998,2.35
Color,Resident Evil: Retribution ,English,Germany,65000000,2012,2.35
Color,Death Race ,English,USA,45000000,2008,2.35
Color,The Long Kiss Goodnight ,English,USA,65000000,1996,2.35
Color,Proof of Life ,English,USA,65000000,2000,2.35
Color,Fight Club ,English,USA,63000000,1999,2.35
Color,We Are Marshall ,English,USA,65000000,2006,2.35
Color,"I, Frankenstein ",English,Australia,65000000,2014,2.35
Color,Oliver Twist ,English,UK,50000000,2005,2.35
Color,Elektra ,English,Canada,43000000,2005,2.35
Color,Everest ,English,UK,55000000,2015,2.35
Color,Perfume: The Story of a Murderer ,English,Germany,50000000,2006,2.35
Color,Austin Powers in Goldmember ,English,USA,63000000,2002,2.35
Color,Astro Boy ,English,Hong Kong,65000000,2009,2.35
Color,Wyatt Earp ,English,USA,63000000,1994,2.35
Color,Clear and Present Danger ,English,USA,62000000,1994,2.35
Color,Dragon Blade ,Mandarin,China,65000000,2015,2.35
Color,U-571 ,English,France,62000000,2000,2.35
Color,The American President ,English,USA,62000000,1995,2.35
Color,The Love Guru ,English,USA,62000000,2008,2.35
Color,3000 Miles to Graceland ,English,USA,42000000,2001,2.35
Color,300 ,English,USA,65000000,2006,2.35
Color,Marley & Me ,English,USA,60000000,2008,2.35
Color,Wild Hogs ,English,USA,,2007,2.35
Color,Gone Girl ,English,USA,61000000,2014,2.35
Color,The Bourne Identity ,English,USA,60000000,2002,2.35
Color,GoldenEye ,English,UK,58000000,1995,2.35
Color,The General's Daughter ,English,USA,95000000,1999,2.35
Color,2 Guns ,English,USA,61000000,2013,2.35
Color,The Italian Job ,English,USA,60000000,2003,2.35
Color,Days of Thunder ,English,USA,60000000,1990,2.35
Color,Cheaper by the Dozen 2 ,English,USA,60000000,2005,2.35
Color,The Scorch Trials ,English,USA,61000000,2015,2.35
Color,The Family Man ,English,USA,60000000,2000,2.35
Color,RED ,English,USA,58000000,2010,2.35
Color,Any Given Sunday ,English,USA,55000000,1999,2.35
Color,Collateral ,English,USA,65000000,2004,2.35
Color,The Scorpion King ,English,USA,60000000,2002,2.35
Color,Jack Reacher ,English,USA,60000000,2012,2.35
Color,Deep Blue Sea ,English,USA,60000000,1999,2.35
Color,Kangaroo Jack ,English,USA,60000000,2003,2.35
Color,Man on Fire ,English,USA,70000000,2004,2.35
Color,The Shaggy Dog ,English,USA,50000000,2006,2.35
Color,Starsky & Hutch ,English,USA,60000000,2004,2.35
Color,A Civil Action ,English,USA,60000000,1998,2.35
Color,ParaNorman ,English,USA,60000000,2012,2.35
Color,The Jackal ,English,USA,60000000,1997,2.35
Color,Paycheck ,English,USA,60000000,2003,2.35
Color,The Tale of Despereaux ,English,UK,60000000,2008,2.35
Color,Jack Ryan: Shadow Recruit ,English,USA,60000000,2014,2.35
Color,London Has Fallen ,English,UK,60000000,2016,2.35
Color,Alien: Resurrection ,English,USA,75000000,1997,2.35
Color,Shooter ,English,USA,61000000,2007,2.35
Color,Practical Magic ,English,USA,48000000,1998,2.35
Color,The Lego Movie ,English,Australia,60000000,2014,2.35
Color,Miss Congeniality 2: Armed and Fabulous ,English,USA,45000000,2005,2.35
Color,Reign of Fire ,English,USA,60000000,2002,2.35
Color,Gangster Squad ,English,USA,60000000,2013,2.35
Color,Invictus ,English,USA,60000000,2009,2.35
Color,State of Play ,English,USA,,2009,2.35
Color,Duplicity ,English,USA,60000000,2009,2.35
Color,The Sentinel ,English,USA,60000000,2006,2.35
Color,Planet 51 ,English,Spain,70000000,2009,2.35
Color,Star Trek: Nemesis ,English,USA,60000000,2002,2.35
Color,Trouble with the Curve ,English,USA,,2012,2.35
Color,Edge of Darkness ,English,UK,80000000,2010,2.35
Color,The Relic ,English,UK,40000000,1997,2.35
Color,Righteous Kill ,English,USA,60000000,2008,2.35
Color,Mercury Rising ,English,USA,60000000,1998,2.35
Color,The Soloist ,English,UK,60000000,2009,2.35
Color,xXx: State of the Union ,English,USA,87000000,2005,2.35
Color,Priest ,English,USA,60000000,2011,2.35
Color,Event Horizon ,English,UK,60000000,1997,2.35
Color,Dragonfly ,English,USA,60000000,2002,2.35
Color,The Black Dahlia ,English,Germany,50000000,2006,2.35
 Black and White,Flyboys ,English,UK,60000000,2006,2.35
Color,The Last Castle ,English,USA,60000000,2001,2.35
Color,Supernova ,English,USA,65000000,2000,2.35
Color,Winter's Tale ,English,USA,60000000,2014,2.35
Color,The Mortal Instruments: City of Bones ,English,USA,60000000,2013,2.35
Color,Dark Water ,English,USA,30000000,2005,2.35
Color,Inkheart ,English,Germany,60000000,2008,2.35
Color,The Spirit ,English,USA,60000000,2008,2.35
Color,Mortdecai ,English,UK,60000000,2015,2.35
Color,In the Name of the King: A Dungeon Siege Tale ,English,Germany,60000000,2007,2.35
Color,Beyond Borders ,English,USA,35000000,2003,2.35
Color,Xi you ji zhi: Sun Wukong san da Baigu Jing ,English,China,68005000,2016,2.35
 Black and White,The Great Raid ,Filipino,USA,80000000,2005,2.35
Color,Deadpool ,English,USA,58000000,2016,2.35
Color,Holy Man ,English,USA,60000000,1998,2.35
Color,American Sniper ,English,USA,58800000,2014,2.35
Color,Goosebumps ,English,USA,58000000,2015,2.35
Color,Rambo III ,English,USA,63000000,1988,2.35
Color,The Ridiculous 6 ,English,USA,,2015,2.35
Color,Did You Hear About the Morgans? ,English,USA,58000000,2009,2.35
Color,The Internship ,English,USA,58000000,2013,2.35
Color,Resident Evil: Afterlife ,English,Germany,60000000,2010,2.35
Color,Red Tails ,English,USA,58000000,2012,2.35
Color,The Devil's Advocate ,English,USA,57000000,1997,2.35
Color,That's My Boy ,English,USA,70000000,2012,2.35
Color,DragonHeart ,English,USA,57000000,1996,2.35
Color,After the Sunset ,English,USA,58000000,2004,2.35
Color,Ghost Rider: Spirit of Vengeance ,English,USA,57000000,2011,2.35
Color,Captain Corelli's Mandolin ,English,UK,57000000,2001,2.35
Color,The Pacifier ,English,Canada,56000000,2005,2.35
Color,Walking Tall ,English,USA,56000000,2004,2.35
 Black and White,Forrest Gump ,English,USA,55000000,1994,2.35
Color,Superman ,English,USA,55000000,1978,2.35
Color,Hitch ,English,USA,70000000,2005,2.35
Color,American Wedding ,English,USA,55000000,2003,2.35
Color,Captain Phillips ,English,USA,55000000,2013,2.35
Color,Date Night ,English,USA,55000000,2010,2.35
Color,The Equalizer ,English,USA,55000000,2014,2.35
Color,Maid in Manhattan ,English,USA,55000000,2002,2.35
Color,Crimson Tide ,English,USA,53000000,1995,2.35
Color,The Pursuit of Happyness ,English,USA,55000000,2006,2.35
